Track n,Slice n,X,Y,TGF
4,69,756,568,P
4,70,759,568,P
4,71,758,568,P
4,72,762,565,P
4,73,764,570,P
4,74,761,568,P
4,75,762,567,P
4,76,764,570,P
4,77,762,576,P
4,78,766,580,P
4,79,764,583,P
4,80,762,579,P
4,81,772,582,P
4,82,766,588,P
4,83,764,587,P
4,84,764,586,P
4,85,760,587,P
4,86,766,588,P
4,87,761,591,P
4,88,763,590,P
4,89,763,593,P
4,90,764,600,P
4,91,766,602,P
4,92,767,603,P
4,93,767,605,P
4,94,767,604,P
4,95,765,602,P
4,96,764,606,P
4,97,766,601,P
5,1,754,552,P
5,2,754,552,P
5,3,754,552,P
5,4,754,552,P
5,5,754,552,P
5,6,754,552,P
5,7,754,552,P
5,8,754,552,P
5,9,754,552,P
5,10,754,552,P
5,11,754,552,P
5,12,754,552,P
5,13,755,552,P
5,14,749,559,P
5,15,752,560,P
5,16,756,561,P
5,17,756,568,P
5,18,752,576,P
5,19,758,575,P
5,20,758,575,P
5,21,758,576,P
5,22,756,578,P
5,23,762,578,P
5,24,758,581,P
5,25,758,581,P
5,26,762,583,P
5,27,760,584,P
5,28,760,581,P
5,29,762,585,P
5,30,760,584,P
5,31,758,580,P
5,32,758,578,P
5,33,752,562,P
5,34,749,541,P
5,35,754,545,P
5,36,753,545,P
5,37,757,553,P
5,38,758,548,P
5,39,764,554,P
5,40,760,562,P
5,41,766,566,P
5,42,766,566,P
5,43,764,570,P
5,44,764,572,P
5,45,764,572,P
5,46,763,572,P
5,47,760,575,P
5,48,760,577,P
5,49,760,578,P
5,50,760,578,P
5,51,756,584,P
5,52,756,585,P
5,53,756,585,P
5,54,756,585,P
5,55,754,586,P
5,56,760,587,P
5,57,753,588,P
5,58,760,592,P
5,59,757,594,P
5,60,758,594,P
5,61,754,596,P
5,62,754,596,P
5,63,759,596,P
5,64,758,594,P
5,65,760,595,P
5,66,764,598,P
5,67,771,593,P
5,68,766,599,P
5,69,767,598,P
5,70,769,595,P
5,71,771,596,P
5,72,760,597,P
5,73,763,594,P
5,74,762,591,P
5,75,764,591,P
5,76,768,596,P
5,77,768,600,P
5,78,770,604,P
5,79,769,599,P
5,80,768,611,P
5,81,764,612,P
5,82,766,612,P
5,83,764,611,P
5,84,766,618,P
5,85,762,614,P
5,86,760,612,P
5,87,764,619,P
5,88,764,618,P
5,89,768,627,P
5,90,766,626,P
5,91,764,628,P
5,92,765,629,P
5,93,762,633,P
5,94,760,633,P
5,95,762,633,P
5,96,762,636,P
5,97,761,638,P
6,1,792,315,N
6,2,792,313,N
6,3,791,309,N
6,4,789,302,N
6,5,791,297,N
6,6,790,300,N
6,7,789,293,N
6,8,786,294,N
6,9,788,289,N
6,10,791,285,N
6,11,793,281,N
6,12,794,276,N
6,13,791,275,N
6,14,789,268,N
6,15,790,277,N
6,16,790,276,N
6,17,792,273,N
6,18,794,272,N
6,19,793,264,N
6,20,797,262,N
6,21,795,259,N
6,22,795,254,N
6,23,795,256,N
6,24,793,254,N
6,25,795,254,N
6,26,795,247,N
6,27,788,241,N
6,28,787,237,N
6,29,787,231,N
6,30,790,226,N
6,31,790,220,N
6,32,789,221,N
6,33,790,248,N
6,34,787,241,N
6,35,789,240,N
6,36,788,234,N
6,37,786,226,N
6,38,786,219,N
6,39,786,213,N
6,40,785,205,N
6,41,785,207,N
6,42,786,203,N
6,43,787,199,N
6,44,786,193,N
6,45,784,187,N
6,46,784,184,N
6,47,787,184,N
6,48,788,175,N
6,49,787,170,N
6,50,787,162,N
6,51,787,154,N
6,52,786,151,N
6,53,786,144,N
6,54,785,141,N
6,55,785,133,N
6,56,788,129,N
6,57,788,131,N
6,58,784,127,N
6,59,786,123,N
6,60,785,124,N
6,61,787,121,N
6,62,788,116,N
6,63,790,112,N
6,64,787,107,N
6,65,789,101,N
6,66,789,96,N
6,67,788,96,N
6,68,786,91,N
6,69,791,92,N
6,70,786,85,N
6,71,787,83,N
6,72,789,81,N
6,73,790,81,N
6,74,786,76,N
6,75,788,73,N
6,76,785,74,N
6,77,787,79,N
6,78,785,77,N
6,79,786,70,N
6,80,786,70,N
6,81,787,63,N
6,82,786,60,N
6,83,785,55,N
6,84,785,55,N
6,85,784,55,N
6,86,786,64,N
6,87,788,75,N
6,88,784,73,N
6,89,783,72,N
6,90,781,66,N
6,91,782,56,N
6,92,787,59,N
6,93,789,59,N
6,94,786,56,N
6,95,790,51,N
6,96,787,50,N
6,97,789,47,N
7,1,792,316,N
7,2,793,312,N
7,3,790,308,N
7,4,789,305,N
7,5,788,302,N
7,6,789,299,N
7,7,789,297,N
7,8,787,296,N
7,9,788,291,N
7,10,792,288,N
7,11,793,282,N
7,12,792,278,N
7,13,789,276,N
7,14,789,276,N
7,15,792,276,N
7,16,792,276,N
7,17,792,276,N
7,18,795,266,N
7,19,795,266,N
7,20,795,266,N
7,21,795,256,N
7,22,796,258,N
7,23,796,261,N
7,24,795,256,N
7,25,796,253,N
7,26,793,249,N
7,27,788,238,N
7,28,788,234,N
7,29,789,228,N
7,30,790,224,N
7,31,790,223,N
7,32,790,220,N
7,33,790,247,N
7,34,788,240,N
7,35,790,242,N
7,36,787,236,N
7,37,787,227,N
7,38,787,221,N
7,39,785,211,N
7,40,785,206,N
7,41,785,212,N
7,42,785,205,N
7,43,785,197,N
7,44,786,190,N
7,45,786,190,N
7,46,786,190,N
7,47,787,182,N
7,48,787,178,N
7,49,785,171,N
7,50,787,165,N
7,51,787,155,N
7,52,788,149,N
7,53,786,145,N
7,54,784,136,N
7,55,784,136,N
7,56,786,128,N
7,57,785,129,N
7,58,785,124,N
7,59,784,120,N
7,60,788,121,N
7,61,788,119,N
7,62,789,118,N
7,63,789,114,N
7,64,788,110,N
7,65,788,103,N
7,66,788,99,N
7,67,788,97,N
7,68,788,93,N
7,69,787,88,N
7,70,787,87,N
7,71,785,84,N
7,72,790,82,N
7,73,790,82,N
7,74,788,75,N
7,75,787,72,N
7,76,789,78,N
7,77,786,78,N
7,78,786,75,N
7,79,785,72,N
7,80,788,70,N
7,81,788,63,N
7,82,785,59,N
7,83,785,56,N
7,84,786,50,N
7,85,786,61,N
7,86,786,62,N
7,87,790,90,N
7,88,791,92,N
7,89,791,92,N
7,90,793,84,N
7,91,797,81,N
7,92,798,85,N
7,93,798,86,N
7,94,800,82,N
7,95,800,82,N
7,96,800,84,N
7,97,800,81,N
8,1,779,340,N
8,2,778,336,N
8,3,777,329,N
8,4,777,326,N
8,5,778,326,N
8,6,779,317,N
8,7,777,313,N
8,8,776,309,N
8,9,775,300,N
8,10,777,306,N
8,11,780,299,N
8,12,779,281,N
8,13,775,262,N
8,14,780,262,N
8,15,780,253,N
8,16,780,253,N
8,17,781,253,N
8,18,780,261,N
8,19,779,261,N
8,20,782,266,N
8,21,783,259,N
8,22,783,255,N
8,23,783,253,N
8,24,784,254,N
8,25,784,254,N
8,26,784,262,N
8,27,784,257,N
8,28,785,256,N
8,29,782,245,N
8,30,784,243,N
8,31,784,236,N
8,32,784,230,N
8,33,793,251,N
8,34,794,262,N
8,35,797,263,N
8,36,795,262,N
8,37,794,256,N
8,38,796,255,N
8,39,793,253,N
8,40,793,245,N
8,41,792,242,N
8,42,791,242,N
8,43,792,242,N
8,44,791,237,N
8,45,789,228,N
8,46,792,235,N
8,47,792,229,N
8,48,792,217,N
8,49,792,214,N
8,50,793,206,N
8,51,793,201,N
8,52,792,197,N
8,53,791,192,N
8,54,791,186,N
8,55,792,179,N
8,56,792,179,N
8,57,792,179,N
8,58,792,175,N
8,59,792,172,N
8,60,792,169,N
8,61,792,167,N
8,62,792,164,N
8,63,792,164,N
8,64,792,157,N
8,65,792,156,N
8,66,792,157,N
8,67,792,153,N
8,68,793,147,N
8,69,794,143,N
8,70,794,143,N
8,71,794,136,N
8,72,794,137,N
8,73,791,133,N
8,74,790,133,N
8,75,791,136,N
8,76,789,128,N
8,77,790,133,N
8,78,790,131,N
8,79,797,125,N
8,80,793,119,N
8,81,795,110,N
8,82,796,108,N
8,83,796,101,N
8,84,790,98,N
8,85,791,95,N
8,86,791,96,N
8,87,794,107,N
8,88,794,107,N
8,89,793,108,N
8,90,796,109,N
8,91,790,109,N
8,92,788,109,N
8,93,790,104,N
8,94,790,104,N
8,95,790,99,N
8,96,788,99,N
8,97,789,101,N
9,1,789,348,N
9,2,789,344,N
9,3,790,345,N
9,4,790,343,N
9,5,791,336,N
9,6,793,333,N
9,7,790,334,N
9,8,790,330,N
9,9,790,330,N
9,10,793,331,N
9,11,797,332,N
9,12,798,329,N
9,13,798,328,N
9,14,799,325,N
9,15,797,321,N
9,16,797,314,N
9,17,797,309,N
9,18,796,305,N
9,19,796,307,N
9,20,796,309,N
9,21,801,304,N
9,22,799,302,N
9,23,797,302,N
9,24,796,302,N
9,25,796,298,N
9,26,796,302,N
9,27,794,301,N
9,28,794,297,N
9,29,795,292,N
9,30,795,289,N
9,31,797,287,N
9,32,796,280,N
9,33,800,284,N
9,34,800,282,N
9,35,800,285,N
9,36,800,286,N
9,37,799,280,N
9,38,801,275,N
9,39,799,265,N
9,40,798,264,N
9,41,796,262,N
9,42,794,270,N
9,43,798,272,N
9,44,798,261,N
9,45,798,261,N
9,46,798,257,N
9,47,798,255,N
9,48,798,246,N
9,49,799,243,N
9,50,799,238,N
9,51,797,229,N
9,52,797,229,N
9,53,800,232,N
9,54,798,222,N
9,55,795,213,N
9,56,800,216,N
9,57,800,216,N
9,58,800,210,N
9,59,800,206,N
9,60,801,205,N
9,61,801,198,N
9,62,801,198,N
9,63,800,194,N
9,64,803,196,N
9,65,800,194,N
9,66,802,187,N
9,67,802,182,N
9,68,802,178,N
9,69,801,177,N
9,70,801,176,N
9,71,801,176,N
9,72,801,170,N
9,73,802,171,N
9,74,802,170,N
9,75,802,164,N
9,76,803,159,N
9,77,803,159,N
9,78,802,155,N
9,79,802,154,N
9,80,803,154,N
9,81,803,152,N
9,82,803,153,N
9,83,804,148,N
9,84,805,140,N
9,85,804,132,N
9,86,805,126,N
9,87,802,133,N
9,88,802,128,N
9,89,802,135,N
9,90,802,130,N
9,91,804,135,N
9,92,805,132,N
9,93,805,132,N
9,94,805,130,N
9,95,805,130,N
9,96,799,130,N
9,97,801,130,N
10,1,801,366,N
10,2,803,359,N
10,3,802,359,N
10,4,800,365,N
10,5,804,359,N
10,6,803,349,N
10,7,803,349,N
10,8,806,352,N
10,9,806,349,N
10,10,812,349,N
10,11,812,345,N
10,12,812,344,N
10,13,816,343,N
10,14,816,339,N
10,15,816,337,N
10,16,817,334,N
10,17,817,331,N
10,18,817,330,N
10,19,817,330,N
10,20,817,329,N
10,21,818,326,N
10,22,818,328,N
10,23,816,326,N
10,24,816,322,N
10,25,816,325,N
10,26,815,326,N
10,27,818,333,N
10,28,819,322,N
10,29,819,324,N
10,30,818,318,N
10,31,818,313,N
10,32,819,308,N
10,33,820,306,N
10,34,821,299,N
10,35,822,295,N
10,36,822,294,N
10,37,822,292,N
10,38,822,287,N
10,39,822,287,N
10,40,821,284,N
10,41,821,283,N
10,42,821,280,N
10,43,821,280,N
10,44,819,274,N
10,45,818,270,N
10,46,818,267,N
10,47,818,264,N
10,48,819,259,N
10,49,819,257,N
10,50,820,253,N
10,51,820,249,N
10,52,821,241,N
10,53,819,241,N
10,54,819,236,N
10,55,818,233,N
10,56,818,232,N
10,57,818,229,N
10,58,819,226,N
10,59,820,221,N
10,60,820,221,N
10,61,821,215,N
10,62,821,212,N
10,63,820,217,N
10,64,821,218,N
10,65,822,212,N
10,66,822,210,N
10,67,823,208,N
10,68,821,209,N
10,69,820,199,N
10,70,818,198,N
10,71,816,194,N
10,72,815,192,N
10,73,818,187,N
10,74,817,185,N
10,75,817,180,N
10,76,815,177,N
10,77,820,177,N
10,78,817,170,N
10,79,817,163,N
10,80,819,168,N
10,81,819,169,N
10,82,819,165,N
10,83,820,164,N
10,84,819,164,N
10,85,819,161,N
10,86,819,159,N
10,87,819,155,N
10,88,819,153,N
10,89,818,154,N
10,90,820,148,N
10,91,824,147,N
10,92,820,143,N
10,93,823,138,N
10,94,823,140,N
10,95,822,141,N
10,96,820,143,N
10,97,818,140,N
11,1,780,340,N
11,2,778,333,N
11,3,778,332,N
11,4,778,329,N
11,5,780,325,N
11,6,780,320,N
11,7,780,310,N
11,8,780,308,N
11,9,779,306,N
11,10,779,304,N
11,11,781,300,N
11,12,778,280,N
11,13,777,261,N
11,14,780,253,N
11,15,780,253,N
11,16,780,251,N
11,17,774,251,N
11,18,783,257,N
11,19,786,261,N
11,20,788,260,N
11,21,788,260,N
11,22,784,254,N
11,23,781,248,N
11,24,783,252,N
11,25,782,253,N
11,26,784,260,N
11,27,783,255,N
11,28,783,251,N
11,29,785,242,N
11,30,788,235,N
11,31,787,232,N
11,32,788,220,N
11,33,795,265,N
11,34,792,262,N
11,35,797,266,N
11,36,797,265,N
11,37,797,259,N
11,38,794,251,N
11,39,791,250,N
11,40,790,250,N
11,41,787,246,N
11,42,794,253,N
11,43,794,247,N
11,44,795,232,N
11,45,795,232,N
11,46,795,228,N
11,47,795,226,N
11,48,794,216,N
11,49,795,211,N
11,50,793,204,N
11,51,792,198,N
11,52,791,194,N
11,53,791,191,N
11,54,791,185,N
11,55,792,181,N
11,56,792,181,N
11,57,794,178,N
11,58,794,177,N
11,59,794,172,N
11,60,794,170,N
11,61,795,166,N
11,62,795,166,N
11,63,797,163,N
11,64,797,158,N
11,65,797,155,N
11,66,796,151,N
11,67,795,149,N
11,68,795,148,N
11,69,795,141,N
11,70,795,139,N
11,71,793,137,N
11,72,793,133,N
11,73,792,139,N
11,74,788,135,N
11,75,788,132,N
11,76,789,132,N
11,77,792,132,N
11,78,792,132,N
11,79,793,128,N
11,80,792,130,N
11,81,796,143,N
11,82,801,146,N
11,83,799,143,N
11,84,794,143,N
11,85,794,144,N
11,86,796,147,N
11,87,798,151,N
11,88,799,152,N
11,89,797,151,N
11,90,790,151,N
11,91,795,157,N
11,92,791,156,N
11,93,791,153,N
11,94,792,149,N
11,95,792,147,N
11,96,792,144,N
11,97,792,144,N
12,1,802,363,N
12,2,804,358,N
12,3,804,360,N
12,4,803,358,N
12,5,803,357,N
12,6,802,353,N
12,7,805,354,N
12,8,810,349,N
12,9,810,349,N
12,10,807,346,N
12,11,813,352,N
12,12,814,343,N
12,13,817,339,N
12,14,817,339,N
12,15,815,335,N
12,16,815,335,N
12,17,814,334,N
12,18,809,330,N
12,19,809,330,N
12,20,816,334,N
12,21,819,330,N
12,22,819,330,N
12,23,819,328,N
12,24,815,323,N
12,25,813,323,N
12,26,811,330,N
12,27,822,334,N
12,28,817,322,N
12,29,817,323,N
12,30,814,315,N
12,31,818,314,N
12,32,817,307,N
12,33,821,298,N
12,34,821,297,N
12,35,820,290,N
12,36,820,289,N
12,37,823,292,N
12,38,820,286,N
12,39,823,284,N
12,40,822,278,N
12,41,823,279,N
12,42,823,278,N
12,43,821,274,N
12,44,821,272,N
12,45,817,266,N
12,46,820,269,N
12,47,821,263,N
12,48,817,258,N
12,49,813,268,N
12,50,819,249,N
12,51,817,247,N
12,52,817,240,N
12,53,817,240,N
12,54,817,234,N
12,55,817,233,N
12,56,816,232,N
12,57,815,229,N
12,58,819,224,N
12,59,819,223,N
12,60,819,221,N
12,61,819,220,N
12,62,817,210,N
12,63,820,215,N
12,64,820,216,N
12,65,821,210,N
12,66,821,216,N
12,67,820,213,N
12,68,821,212,N
12,69,817,225,N
12,70,820,226,N
12,71,823,231,N
12,72,823,227,N
12,73,819,223,N
12,74,818,224,N
12,75,823,217,N
12,76,828,216,N
12,77,821,210,N
12,78,821,210,N
12,79,821,210,N
12,80,818,206,N
12,81,824,211,N
12,82,824,209,N
12,83,824,209,N
12,84,824,203,N
12,85,824,202,N
12,86,821,198,N
12,87,821,198,N
12,88,821,198,N
12,89,821,198,N
12,90,824,191,N
12,91,824,191,N
12,92,827,191,N
12,93,825,183,N
12,94,824,180,N
12,95,828,185,N
12,96,832,183,N
12,97,838,180,N
13,1,785,409,N
13,2,785,409,N
13,3,787,408,N
13,4,788,403,N
13,5,788,403,N
13,6,788,403,N
13,7,788,403,N
13,8,787,395,N
13,9,787,390,N
13,10,787,390,N
13,11,787,386,N
13,12,789,380,N
13,13,793,379,N
13,14,796,376,N
13,15,794,376,N
13,16,799,363,N
13,17,797,362,N
13,18,797,362,N
13,19,797,362,N
13,20,796,361,N
13,21,794,362,N
13,22,792,361,N
13,23,796,364,N
13,24,798,367,N
13,25,796,362,N
13,26,796,355,N
13,27,795,352,N
13,28,794,349,N
13,29,794,349,N
13,30,794,345,N
13,31,782,340,N
13,32,793,344,N
13,33,795,340,N
13,34,795,340,N
13,35,796,346,N
13,36,796,348,N
13,37,796,350,N
13,38,793,348,N
13,39,790,353,N
13,40,805,346,N
13,41,804,327,N
13,42,802,326,N
13,43,802,322,N
13,44,802,325,N
13,45,802,326,N
13,46,801,324,N
13,47,803,323,N
13,48,803,323,N
13,49,803,319,N
13,50,803,319,N
13,51,804,319,N
13,52,805,317,N
13,53,804,312,N
13,54,804,311,N
13,55,799,310,N
13,56,777,332,N
13,57,806,300,N
13,58,806,299,N
13,59,806,299,N
13,60,805,293,N
13,61,805,292,N
13,62,806,286,N
13,63,804,286,N
13,64,804,286,N
13,65,808,286,N
13,66,809,278,N
13,67,811,278,N
13,68,811,273,N
13,69,811,271,N
13,70,811,267,N
13,71,809,268,N
13,72,816,257,N
13,73,815,256,N
13,74,817,258,N
13,75,819,249,N
13,76,822,251,N
13,77,820,245,N
13,78,820,244,N
13,79,817,244,N
13,80,817,244,N
13,81,817,244,N
13,82,817,243,N
13,83,821,246,N
13,84,821,240,N
13,85,821,236,N
13,86,821,232,N
13,87,821,227,N
13,88,822,226,N
13,89,825,225,N
13,90,828,226,N
13,91,824,223,N
13,92,822,221,N
13,93,821,219,N
13,94,823,213,N
13,95,823,213,N
13,96,823,207,N
13,97,820,207,N
14,1,755,395,N
14,2,755,395,N
14,3,752,397,N
14,4,752,399,N
14,5,756,396,N
14,6,756,396,N
14,7,758,387,N
14,8,767,387,N
14,9,768,387,N
14,10,771,388,N
14,11,768,387,N
14,12,771,386,N
14,13,775,389,N
14,14,780,388,N
14,15,786,379,N
14,16,786,379,N
14,17,785,377,N
14,18,784,369,N
14,19,784,369,N
14,20,781,372,N
14,21,783,374,N
14,22,779,375,N
14,23,779,375,N
14,24,779,375,N
14,25,779,374,N
14,26,779,369,N
14,27,778,372,N
14,28,781,368,N
14,29,776,366,N
14,30,779,362,N
14,31,778,362,N
14,32,777,362,N
14,33,780,363,N
14,34,780,365,N
14,35,780,365,N
14,36,782,368,N
14,37,781,370,N
14,38,775,370,N
14,39,775,365,N
14,40,774,370,N
14,41,781,359,N
14,42,780,358,N
14,43,784,351,N
14,44,786,351,N
14,45,786,351,N
14,46,786,354,N
14,47,783,353,N
14,48,782,348,N
14,49,781,339,N
14,50,781,339,N
14,51,784,338,N
14,52,782,338,N
14,53,781,337,N
14,54,779,332,N
14,55,778,325,N
14,56,778,325,N
14,57,778,318,N
14,58,778,317,N
14,59,778,316,N
14,60,774,315,N
14,61,772,314,N
14,62,775,308,N
14,63,777,307,N
14,64,779,300,N
14,65,777,299,N
14,66,780,295,N
14,67,777,286,N
14,68,777,271,N
14,69,778,270,N
14,70,782,269,N
14,71,780,264,N
14,72,783,270,N
14,73,781,269,N
14,74,782,262,N
14,75,783,261,N
14,76,784,257,N
14,77,783,253,N
14,78,785,247,N
14,79,787,244,N
14,80,787,243,N
14,81,789,243,N
14,82,790,243,N
14,83,790,240,N
14,84,790,240,N
14,85,790,240,N
14,86,792,241,N
14,87,790,244,N
14,88,790,246,N
14,89,790,245,N
14,90,791,246,N
14,91,791,251,N
14,92,790,250,N
14,93,789,247,N
14,94,788,234,N
14,95,788,230,N
14,96,792,226,N
14,97,792,226,N
15,1,787,351,N
15,2,787,349,N
15,3,788,348,N
15,4,789,344,N
15,5,791,339,N
15,6,791,334,N
15,7,790,332,N
15,8,789,333,N
15,9,795,334,N
15,10,794,333,N
15,11,796,333,N
15,12,797,328,N
15,13,797,324,N
15,14,798,327,N
15,15,798,323,N
15,16,797,312,N
15,17,797,312,N
15,18,797,309,N
15,19,797,308,N
15,20,799,308,N
15,21,799,308,N
15,22,801,304,N
15,23,799,302,N
15,24,799,301,N
15,25,796,306,N
15,26,796,301,N
15,27,792,299,N
15,28,792,298,N
15,29,798,291,N
15,30,793,290,N
15,31,793,283,N
15,32,796,285,N
15,33,801,284,N
15,34,801,284,N
15,35,801,287,N
15,36,799,287,N
15,37,799,283,N
15,38,799,272,N
